0.934222701953417,0.0605477890177557
0.5,0.866025403784439
-0.5,0.866025403784439
-1,0
-0.5,-0.866025403784439
0.5,-0.866025403784439
2,0
1.5,0.866025403784439
1,1.73205080756888
2.22044604925031e-16,1.73205080756888
-1,1.73205080756888
-1.5,0.866025403784439
-2,0
-1.5,-0.866025403784439
-1,-1.73205080756888
-2.22044604925031e-16,-1.73205080756888
1,-1.73205080756888
1.5,-0.866025403784439
3,0
2.5,0.866025403784439
2,1.73205080756888
1.5,2.59807621135332
0.5,2.59807621135332
-0.5,2.59807621135332
-1.5,2.59807621135332
-2,1.73205080756888
-2.5,0.866025403784439
-3,0
-2.5,-0.866025403784439
-2,-1.73205080756888
-1.5,-2.59807621135332
-0.5,-2.59807621135332
0.5,-2.59807621135332
1.5,-2.59807621135332
2,-1.73205080756888
2.5,-0.866025403784439
4,0
3.5,0.866025403784439
3,1.73205080756888
2.5,2.59807621135332
2,3.46410161513775
1,3.46410161513775
4.44089209850063e-16,3.46410161513775
-1,3.46410161513775
-2,3.46410161513776
-2.5,2.59807621135332
-3,1.73205080756888
-3.5,0.866025403784439
-4,0
-3.5,-0.866025403784439
-3,-1.73205080756888
-2.5,-2.59807621135332
-2,-3.46410161513775
-1,-3.46410161513775
-4.44089209850063e-16,-3.46410161513775
1,-3.46410161513775
2,-3.46410161513776
2.5,-2.59807621135332
3,-1.73205080756888
3.5,-0.866025403784439
5,0
4.5,0.866025403784439
4,1.73205080756888
3.5,2.59807621135332
3,3.46410161513776
2.5,4.33012701892219
1.5,4.33012701892219
0.5,4.33012701892219
-0.5,4.33012701892219
-1.5,4.33012701892219
-2.5,4.33012701892219
-3,3.46410161513776
-3.5,2.59807621135332
-4,1.73205080756888
-4.5,0.86602540378444
-5,0
-4.5,-0.866025403784439
-4,-1.73205080756888
-3.5,-2.59807621135332
-3,-3.46410161513776
-2.5,-4.33012701892219
-1.5,-4.33012701892219
-0.5,-4.33012701892219
0.5,-4.33012701892219
1.5,-4.33012701892219
2.5,-4.33012701892219
3,-3.46410161513776
3.5,-2.59807621135332
4,-1.73205080756888
4.5,-0.86602540378444
6,0
5.5,0.866025403784439
5,1.73205080756888
4.5,2.59807621135332
4,3.46410161513776
3.5,4.33012701892219
3,5.19615242270663
2,5.19615242270663
1,5.19615242270663
4.44089209850063e-16,5.19615242270663
-1,5.19615242270663
-2,5.19615242270663
-3,5.19615242270663
-3.5,4.3301270189222
-4,3.46410161513776
-4.5,2.59807621135332
-5,1.73205080756888
-5.5,0.866025403784441
-6,0
-5.5,-0.866025403784439
-5,-1.73205080756888
-4.5,-2.59807621135332
-4,-3.46410161513776
-3.5,-4.33012701892219
-3,-5.19615242270663
-2,-5.19615242270663
-1,-5.19615242270663
-4.44089209850063e-16,-5.19615242270663
1,-5.19615242270663
2,-5.19615242270663
3,-5.19615242270663
3.5,-4.3301270189222
4,-3.46410161513776
4.5,-2.59807621135332
5,-1.73205080756888
5.5,-0.866025403784441
7,0
6.5,0.866025403784439
6,1.73205080756888
5.5,2.59807621135332
5,3.46410161513776
4.5,4.33012701892219
4,5.19615242270663
3.5,6.06217782649107
2.5,6.06217782649107
1.5,6.06217782649107
0.5,6.06217782649107
-0.5,6.06217782649107
-1.5,6.06217782649107
-2.5,6.06217782649107
-3.5,6.06217782649107
-4,5.19615242270663
-4.5,4.3301270189222
-5,3.46410161513776
-5.5,2.59807621135332
-6,1.73205080756888
-6.5,0.866025403784441
-7,0
-6.5,-0.866025403784439
-6,-1.73205080756888
-5.5,-2.59807621135332
-5,-3.46410161513776
-4.5,-4.33012701892219
-4,-5.19615242270663
-3.5,-6.06217782649107
-2.5,-6.06217782649107
-1.5,-6.06217782649107
-0.5,-6.06217782649107
0.5,-6.06217782649107
1.5,-6.06217782649107
2.5,-6.06217782649107
3.5,-6.06217782649107
4,-5.19615242270663
4.5,-4.3301270189222
5,-3.46410161513776
5.5,-2.59807621135332
6,-1.73205080756888
6.5,-0.866025403784441
